AppID;Name;Release date;Estimated owners;Required age;Price;DLC count;Supported languages;Website;Windows;Mac;Linux;Positive;Negative;Achievements;Average playtime forever;Median playtime forever;Developers;Publishers;Categories
1233460;Star Escape;22.05.2020;50000 - 100000;0;4.99;0;['English'];https://www.ampersandgamestudios.com/starescape;WAHR;WAHR;FALSCH;1;1;0;0;0;Ampersand Game Studios;Ampersand Game Studios;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together
1688630;Emperial Knights Playtest;14.11.2021;0 - 0;0;0;0;[];;WAHR;FALSCH;FALSCH;0;0;0;0;0;;;
350530;Airport Firefighters - The Simulation;13.05.2015;0 - 20000;0;17.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian'];;WAHR;FALSCH;FALSCH;94;107;44;292;292;Visual Imagination Software GbR;rondomedia GmbH;Single-player,Steam Achievements,Partial Controller Support
2026860;Maria Blanchard Virtual Gallery;01.07.2022;0 - 0;0;0;0;['Spanish - Spain'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;Virtual Video;Virtual Video;
1481840;Frisbros;18.03.2022;0 - 20000;0;9.99;0;['English'];;WAHR;WAHR;FALSCH;7;0;17;0;0;Nicholas Evelson;Nicholas Evelson;Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together
1444890;Crazy Mafioso;16.11.2020;0 - 20000;0;1.99;0;['English'];;WAHR;FALSCH;FALSCH;13;2;0;0;0;Rabotiagi games;Rabotiagi games;Single-player
1217340;Anime Studio Tycoon;12.11.2020;0 - 20000;0;9.99;0;['English', 'French', 'German'];;WAHR;FALSCH;FALSCH;16;14;21;0;0;True Seria;True Seria;Single-player,Steam Achievements
1478660;Slotracers VR Playtest;17.12.2020;0 - 0;0;0;0;[];;WAHR;FALSCH;FALSCH;0;0;0;0;0;;;
872340;Bunny Battle Arena;12.09.2018;0 - 20000;0;2.99;0;['English'];http://www.bunnybattlearena.com/;WAHR;FALSCH;FALSCH;5;2;20;0;0;DCF Studios;DCF STUDIOS;Single-player,Steam Achievements,Full controller support
523680;Honey Rose: Underdog Fighter Extraordinaire;29.09.2016;20000 - 50000;0;0;8;['English'];http://pehesse.fr/honey/;WAHR;FALSCH;FALSCH;32;9;37;0;0;Pehesse;Self;Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support
439460;Ships 2017;19.10.2016;20000 - 50000;0;14.99;0;['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian'];;WAHR;FALSCH;FALSCH;63;114;0;0;0;FragOut;Games Box,SIG Publishing;Single-player
1308880;FORECLOSED;12.08.2021;0 - 20000;0;16.99;0;['English', 'French', 'German', 'Spanish - Spain', 'Italian', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese'];https://www.mergegames.com/foreclosed;WAHR;FALSCH;FALSCH;46;25;24;0;0;Antab Studio;Merge Games;Single-player,Steam Achievements,Full controller support,Steam Cloud
296650;The Great Jitters: Pudding Panic;22.05.2014;20000 - 50000;0;4.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Simplified Chinese'];http://www.thegreatjitters.com;WAHR;WAHR;FALSCH;48;26;0;65;126;kunst-stoff GmbH;kunst-stoff GmbH;Single-player
1549420;??????????????????;24.06.2021;0 - 20000;0;19.99;0;['Japanese'];https://enoshima210.work/2021/06/05/mfa/;WAHR;FALSCH;FALSCH;25;1;0;0;0;CHARON;PGN Games;Single-player
418270;Draw Slasher;13.10.2016;50000 - 100000;0;1.99;0;['English'];http://drawslasher.com;WAHR;WAHR;WAHR;388;373;13;599;883;Mass Creation;Mass Creation;Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards
390220;Toilet Tycoon;17.09.2015;0 - 20000;0;4.99;0;['English', 'German'];https://www.toilet-tycoon.com/;WAHR;FALSCH;FALSCH;102;47;0;367;677;Anvil-Soft;Anvil-Soft,Plug In Digital;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Trading Cards
549860;One Night Stand;07.11.2016;50000 - 100000;0;2.99;0;['English', 'Russian', 'French', 'Portuguese - Brazil', 'German', 'Simplified Chinese', 'Spanish - Spain', 'Portuguese', 'Traditional Chinese', 'Italian', 'Japanese'];http://www.gamesbykinmoku.com/one-night-stand.html;WAHR;WAHR;WAHR;546;67;27;242;257;Kinmoku;Kinmoku;Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud
612380;Cryptocracy;11.04.2017;0 - 20000;0;0.99;0;['English'];http://cryptocracy-game.com;WAHR;WAHR;FALSCH;5;3;0;0;0;Dozen Minds OU;Dozen Minds OU;Single-player
1559340;Qubie: Invader of Worlds;14.11.2021;0 - 20000;0;1.99;0;['English'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;Error 404;CodeBreaker Studios;Single-player
1632640;Bouncing Traveler;24.05.2021;0 - 20000;0;9.99;0;['English'];;WAHR;FALSCH;FALSCH;7;3;0;0;0;Neatan Games;Piece Of Voxel;Single-player
350480;Tales of Cosmos;20.10.2016;0 - 20000;0;14.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Hungarian', 'Portuguese - Brazil', 'Russian', 'Polish'];http://www.reddwarfgames.com;WAHR;WAHR;FALSCH;41;8;14;0;0;Red Dwarf Games;Red Dwarf Games;Single-player,Steam Achievements,Includes level editor
220900;Jack Lumber;30.04.2013;100000 - 200000;0;4.99;0;['English'];http://jacklumbergame.com;WAHR;WAHR;WAHR;225;128;27;139;121;Owlchemy Labs;Owlchemy Labs;Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards
1768260;Killer Worm 2;18.01.2022;0 - 0;0;0;1;['English'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;JOZGamer,RFL Art,Hatus Quemuel;JOZGames;Single-player
539090;Clazer;27.12.2016;0 - 20000;0;29.99;0;['English'];http://clazer.club;WAHR;FALSCH;FALSCH;23;8;0;7;7;SynapticSwitch, LLC;SynapticSwitch, LLC,LeadTech, LLC;Single-player,Steam Leaderboards
908500;crazy maze ~???? ~ ????? ~ Laberinto loco ~ Labyrinthe fou ~ Verrücktes Labyrinth;01.11.2018;200000 - 500000;0;0;2;['English', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'French', 'Italian', 'German', 'Spanish - Latin America', 'Ukrainian', 'Turkish', 'Japanese', 'Polish', 'Thai', 'Swedish', 'Traditional Chinese', 'Portuguese', 'Portuguese - Brazil', 'Vietnamese', 'Arabic', 'Korean'];;WAHR;FALSCH;FALSCH;12;11;12;0;0;liuguowang;liuguowang;Single-player,Steam Achievements,Steam Leaderboards
1852760;Memory Puzzle - Sexy Fairies;25.12.2021;0 - 20000;0;0.59;1;['English'];http://www.exosyphen.com;WAHR;FALSCH;FALSCH;0;0;3;0;0;DIG Publishing;DIG Publishing;Single-player,Steam Achievements,Steam Leaderboards
809890;Shining Resonance Refrain;09.07.2018;20000 - 50000;0;29.99;0;['English', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese'];http://www.shiningresonance.com;WAHR;FALSCH;FALSCH;770;316;47;205;305;SEGA;SEGA;Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on TV
570770;?????(GuJian2);07.09.2017;200000 - 500000;0;15.99;0;['Simplified Chinese'];http://gjqt.wangyuan.com/gj2/index.shtml;WAHR;FALSCH;FALSCH;1802;518;294;179;205;????????????,Aurogon Shanghai;??????????????;Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud
448500;Little Walker;06.04.2016;0 - 20000;0;3.99;1;['English'];;WAHR;FALSCH;FALSCH;34;2;56;91;91;Blake Fix;Blake Fix;Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support
854160;Dino Dawn;11.05.2018;0 - 20000;0;19.99;0;['English'];;WAHR;FALSCH;FALSCH;10;30;4;0;0;neonboxgames;neonboxgames;Single-player,Steam Achievements
1359170;Killer Dog;16.07.2020;0 - 20000;0;3.99;0;['English', 'Russian'];;WAHR;FALSCH;FALSCH;8;3;0;0;0;Riba Plus;Riba Plus;Single-player,Full controller support
897010;Surface: Return to Another World Collector's Edition;06.08.2018;0 - 20000;0;9.99;0;['English'];;WAHR;FALSCH;FALSCH;2;0;0;0;0;Elephant Games;Big Fish Games;Single-player
1607870;Cub Gym;05.05.2021;0 - 20000;0;3.99;0;['English'];;WAHR;FALSCH;FALSCH;1;0;0;0;0;Luiz Otávio da Silva;Luiz Otávio da Silva;Single-player
553260;Realpolitiks;16.02.2017;50000 - 100000;0;14.99;1;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian'];;WAHR;WAHR;WAHR;671;404;46;446;660;Jujubee S.A.;Fulqrum Publishing;Single-player,Steam Achievements
453130;Powargrid;05.10.2016;0 - 20000;0;9.99;0;['English'];http://www.powargrid.com;WAHR;WAHR;WAHR;27;5;40;276;276;Wee Free Studio;Wee Free Studio;Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Remote Play Together
1508890;Desirable: Dream Hotel;10.01.2021;0 - 20000;0;1.99;0;['English'];;WAHR;FALSCH;FALSCH;0;0;30;0;0;Lieon Games;Sinnera;Single-player,Steam Achievements
3010;Xpand Rally;24.08.2006;20000 - 50000;0;4.99;0;['English'];http://www.xpandrally.com;WAHR;FALSCH;FALSCH;293;73;0;138;138;Techland;Techland;Single-player,Multi-player
1297480;Isorropia;16.05.2020;0 - 20000;0;0;0;['English'];;WAHR;FALSCH;FALSCH;1;1;0;0;0;Christian Slater;Christian Slater;Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together
1217830;Khimera: Puzzle Island;29.11.2020;0 - 20000;0;6.99;1;['English', 'Japanese'];http://www.suitgames.com;WAHR;FALSCH;FALSCH;116;2;24;0;0;Suits & Sandals;Suits & Sandals;Single-player,Steam Achievements,Full controller support
628830;Ultra Hat Dimension;16.07.2020;0 - 20000;0;4.99;0;['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian'];;WAHR;WAHR;WAHR;24;0;0;0;0;Kitsune Games;Kitsune Games;Single-player,Full controller support,Steam Cloud
686440;Hard Time;16.08.2017;0 - 20000;0;4.99;0;['English'];http://www.MDickie.com;WAHR;WAHR;FALSCH;152;25;0;0;0;MDickie;MDickie;Single-player,Multi-player,Shared/Split Screen,Full controller support,Remote Play Together
521710;Romance of the Three Kingdoms III;21.02.2017;20000 - 50000;0;19.99;0;['Japanese'];https://www.gamecity.ne.jp/shibusawa-kou/archives.html;WAHR;FALSCH;FALSCH;9;9;0;0;0;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;Single-player,Steam Cloud
1986310;????;25.05.2022;0 - 0;0;0;1;['Simplified Chinese'];;WAHR;WAHR;FALSCH;0;0;21;0;0;?????;?????;Single-player,Steam Achievements,Partial Controller Support,Steam Cloud
1259660;NETABOKU -A robot girl changes my life as a bedridden boy-;17.12.2020;0 - 20000;0;9.99;0;['English', 'Japanese'];https://atelier-atic.jimdosite.com/;WAHR;WAHR;FALSCH;3;0;0;0;0;Atelier ATIC;Atelier ATIC;Single-player
108200;Ticket to Ride;24.05.2012;500000 - 1000000;0;9.99;10;['English', 'French', 'German', 'Italian', 'Spanish - Spain'];http://www.asmodee-digital.com/en/ticket-to-ride;WAHR;WAHR;FALSCH;3942;419;83;179;140;Days of Wonder;Days of Wonder,Asmodee Digital;Single-player,Multi-player,PvP,Online PvP,LAN PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Turn Notifications,Remote Play on Phone,Remote Play on Tablet,Remote Play Together
614150;Train Harder;21.04.2017;0 - 20000;0;7.99;0;['English', 'French', 'German', 'Simplified Chinese', 'Russian'];http://2frogssoftware.com/projects/train-harder/;WAHR;FALSCH;FALSCH;10;0;15;0;0;2Frogs Software;2Frogs Software;Single-player,Steam Achievements,Stats,Steam Leaderboards
1570340;Dawn of the Falkonir;05.05.2021;0 - 0;0;0;0;['English'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;Fowl Play Studios;Fowl Play Studios;Multi-player,Co-op,Online Co-op,Partial Controller Support
304970;SolidFace Parametric CAD Modeler 2D/3D;22.12.2014;0 - 20000;0;0;0;['English', 'Portuguese - Brazil'];http://www.solidface.com/;WAHR;FALSCH;FALSCH;1;0;0;0;0;SolidFace Technology Inc.,Oscar L.;SolidFace Technology Inc.;Single-player
1630940;HUMBLE ZOMBIE;27.05.2021;20000 - 50000;0;1.99;0;['English', 'Russian'];https://humblezombie.shibogames.com/;WAHR;FALSCH;FALSCH;5;1;4;0;0;SHIBO GAMES;SHIBO GAMES;Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements
878520;Sally's Salon: Kiss & Make-Up;28.06.2018;0 - 20000;0;12.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Portuguese - Brazil'];http://www.gamehouseoriginalstories.com;WAHR;WAHR;FALSCH;66;27;15;428;428;GameHouse;GameHouse;Single-player,Steam Achievements
1927300;Yin Yang Space;22.04.2022;0 - 20000;0;1.99;0;['English', 'Simplified Chinese', 'Traditional Chinese'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;PanGuoJun;PanGuoJun;Single-player,Includes level editor
340630;Ninja Guy;05.01.2015;20000 - 50000;0;1.99;0;['English'];www.ninja-guy.com;WAHR;WAHR;WAHR;42;119;7;0;0;Immunity Studios;Immunity Studios;Single-player,Steam Achievements,Partial Controller Support
704310;Lumberjack VR;13.10.2017;0 - 20000;0;0;0;['English'];https://www.erikbrunnstrom.com/;WAHR;FALSCH;FALSCH;10;5;6;0;0;Erik Brunnström;Erik Brunström;Single-player,Steam Achievements,Steam Leaderboards
619150;while True: learn();17.01.2019;500000 - 1000000;0;12.99;3;['English', 'Russian', 'German', 'Hungarian', 'Korean', 'Greek', 'Portuguese - Brazil', 'Simplified Chinese', 'Polish', 'French', 'Italian', 'Spanish - Spain', 'Czech', 'Japanese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish', 'Vietnamese'];https://luden.io/wtl/;WAHR;WAHR;WAHR;5491;477;31;311;283;Luden.io;Luden.io;Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud
1373890;Fight N' Fall;26.11.2021;0 - 20000;0;9.99;0;['English'];https://fightnfall.com/;WAHR;FALSCH;FALSCH;1;0;1;0;0;Piloto Studio;Piloto Studio;Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Stats,Remote Play Together
1869200;The Adventures of Mr. Hat;24.02.2022;0 - 20000;0;2.99;0;['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean'];;WAHR;FALSCH;FALSCH;14;0;25;0;0;AX-GAME;Fun Quarter;Single-player
392030;Murasaki;12.05.2016;0 - 20000;0;4.99;1;['English', 'Japanese'];http://katatema.main.jp/mu/;WAHR;FALSCH;FALSCH;85;8;48;0;0;Katatema;PLAYISM;Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud
605850;Pinball Inside: A VR Arcade Game;08.03.2017;0 - 20000;0;0;0;['English'];http://realityreflection.com/;WAHR;FALSCH;FALSCH;47;14;0;7;7;Reality Reflection;Reality Reflection;Single-player,Partial Controller Support
441670;Jelly Killer;24.03.2016;20000 - 50000;0;3.99;0;['English', 'Russian'];http://immortalgamestudio.com/;WAHR;WAHR;WAHR;237;65;16;52;70;Immortal Game Studio;Immortal Game Studio;Single-player,Steam Achievements,Full controller support,Steam Trading Cards
962150;Tactics V: Obsidian Brigade;08.08.2019;0 - 20000;0;19.99;1;['English'];http://fromnothinggamestudios.com/games/tactics-v;WAHR;WAHR;WAHR;20;6;31;0;0;From Nothing Game Studios;From Nothing Game Studios;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together
50990;Mystery Case Files: Ravenhearst®;21.04.2010;0 - 20000;0;9.99;2;['English', '\r\nFrench', '\r\nGerman'];http://www.bigfishgames.com/download-games/1305/mystery-case-files-ravenhearst/index.html;WAHR;FALSCH;FALSCH;68;7;0;0;0;Big Fish Games;Big Fish Games;Single-player
648510;Choice of the Star Captain;16.06.2017;0 - 20000;0;3.99;0;['English'];https://www.choiceofgames.com/;WAHR;WAHR;WAHR;8;3;0;0;0;Choice of Games;Choice of Games;Single-player,Captions available,Steam Cloud
1071070;Adventure of Great Wolf;31.05.2019;0 - 20000;0;2.99;0;['English'];http://klodijskigfron.com;WAHR;FALSCH;FALSCH;2;0;0;0;0;Claudius Keigfron;Claudius Keigfron;Single-player
2011540;Blue Star Mobile Team;28.06.2022;0 - 0;0;0;0;['Simplified Chinese'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;BT Games;BT Games;Single-player
1761740;My Cashy Side Job at Lost&Found in the Subway of Million-Person City;25.11.2021;0 - 20000;0;2.99;0;['Russian', 'English'];;WAHR;WAHR;WAHR;25;5;0;0;0;Unusual Meaning;Unusual Meaning;Single-player
538700;TURGUL: RAPID FIGHTING;19.12.2016;0 - 20000;0;0.99;0;['English'];http://otakumakerstudio.com/;WAHR;WAHR;WAHR;1;2;0;0;0;dynamicsoulworks;OtakuMaker.com;Single-player,Steam Trading Cards
1564150;Lost in Blindness;17.05.2021;0 - 20000;0;9.99;0;['English', 'French'];https://www.unseeninteractive.com/;WAHR;WAHR;WAHR;24;0;22;0;0;Unseen Interactive;Unseen Interactive;Single-player,Steam Achievements,Full controller support
726870;Anchorhead;31.01.2018;0 - 20000;0;9.99;0;['English'];http://www.anchorhead-game.com;WAHR;WAHR;FALSCH;35;2;0;0;0;Michael Gentry;Michael Gentry;Single-player
1074390;Scikor - Final Scale;28.02.2020;0 - 20000;0;3.99;1;['English', 'Portuguese - Brazil'];https://scikorgames.com/;WAHR;FALSCH;FALSCH;5;0;20;0;0;Rob Scik?r;Scik?r Games;Single-player,Steam Achievements,Full controller support
1554780;Trekking and Camping | ?????;04.05.2021;0 - 20000;0;1.99;0;['Simplified Chinese'];;WAHR;FALSCH;FALSCH;14;3;16;0;0;Hont;Hont;Single-player,Steam Achievements
1065750;Spark and The Digital Daydream;07.05.2019;0 - 20000;0;0;0;['English'];https://luminescenceinteractive.com/spark;WAHR;WAHR;FALSCH;57;3;0;0;0;Luminescence Interactive;Luminescence Interactive;Single-player
714780;Google Spotlight Stories: Special Delivery;14.12.2017;0 - 20000;0;0;0;['English'];https://atap.google.com/spotlight-stories/;WAHR;FALSCH;FALSCH;35;5;0;0;0;Google Inc.;Google Inc.;Single-player
1321040;Memory Note;25.12.2020;0 - 20000;0;1.99;2;['English', 'Russian'];;WAHR;WAHR;WAHR;47;0;7;0;0;CupcakeTime Team;Phoenix_co;Single-player,Steam Achievements,Partial Controller Support,Steam Cloud
1204930;Hop Step Sing! Astral Piece;12.12.2019;0 - 20000;0;6.99;0;['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese'];http://hopstepsing.com;WAHR;FALSCH;FALSCH;83;1;0;0;0;Kodansha,Kodansha VR Lab;Komodo;Single-player
1588760;Switchball HD - Puzzle Platformer;17.05.2021;0 - 20000;0;2.69;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese'];http://www.atomicelbow.com;WAHR;FALSCH;FALSCH;59;7;9;0;0;Atomic Elbow;Atomic Elbow;Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards
924740;Beyond Senses;06.01.2020;0 - 20000;0;7.99;0;['English', 'German', 'Russian'];https://www.beyondsensesgame.com/;WAHR;FALSCH;FALSCH;22;16;100;0;0;Sky Haubrich;Pyxton Studios;Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Cloud
416340;Viking Saga: New World;05.11.2015;0 - 20000;0;3.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Portuguese - Brazil', 'Russian', 'Swedish'];http://qumaron.com/viking-saga-new-world-game;WAHR;FALSCH;FALSCH;25;5;0;0;0;Realore;Qumaron;Single-player
242610;Grappledrome;13.02.2017;0 - 20000;0;0;0;['English'];http://grappledrome.com/;WAHR;FALSCH;FALSCH;17;3;0;0;0;800 North;800 North;Single-player,Multi-player,Online PvP,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards
1613340;Pirates of the Asteroid Belt Playtest;23.04.2021;0 - 0;0;0;0;[];;WAHR;FALSCH;FALSCH;0;0;0;0;0;;;
1168980;Buried Alive: The Annihilation VR;19.01.2021;0 - 20000;0;14.99;0;['English'];http://buriedalivethegame.com/;WAHR;FALSCH;FALSCH;6;14;0;0;0;The Two Ravens;The Two Ravens;Single-player
1277340;Sunset fighter;18.04.2020;0 - 20000;0;11.99;0;['Simplified Chinese'];;WAHR;FALSCH;FALSCH;2;0;0;0;0;torumees.games;torumees.games;Single-player
1233610;Tactical Warfare Simulator;21.12.2020;0 - 20000;0;49.99;0;['English'];http://tacticalwarfaresimulator.com/;WAHR;FALSCH;FALSCH;1;5;0;0;0;Hollow World Games llc;Hollow World Games llc;Single-player,Multi-player,PvP,Online PvP,Partial Controller Support,Steam Cloud
302610;Boson X;15.09.2014;200000 - 500000;0;2.99;0;['English'];http://www.boson-x.com;WAHR;WAHR;WAHR;1426;109;18;343;446;Ian MacLarty,Jon Kerney;Ian MacLarty;Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards
1638730;Bear Soul;07.08.2021;0 - 20000;0;1.99;0;['English'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;Rockus Games;Rockus Games;Single-player
1484150;VR Museum Tour Grand Collection;08.12.2020;0 - 20000;0;4.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Japanese', 'Polish', 'Thai', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese', 'Arabic', 'Korean'];;WAHR;FALSCH;FALSCH;1;2;0;0;0;William at Oxford;William at Oxford;Single-player
1850710;Crossfire: Legion Playtest;18.01.2022;0 - 0;0;0;0;[];;WAHR;FALSCH;FALSCH;0;0;0;0;0;;;
922520;Blood City;28.08.2018;0 - 20000;0;2.99;0;['English', 'Simplified Chinese'];;WAHR;FALSCH;FALSCH;18;0;0;0;0;WJLEGAME;WJLEGAME;Single-player,Full controller support
1743770;Propnight Playtest;15.10.2021;0 - 0;0;0;0;[];;WAHR;FALSCH;FALSCH;0;0;0;0;0;;;
1157200;Magnesium_173;19.08.2021;0 - 20000;0;14.99;1;['English'];;WAHR;FALSCH;FALSCH;3;0;12;0;0;Mark Graham Johnson,Marikat Software Corp;Marikat Software Corp;Single-player,Steam Achievements,Steam Cloud
1862100;Quest for Cathay Kingdom Mah Jong;18.03.2022;0 - 20000;0;2.99;0;['English', 'Portuguese - Brazil'];http://www.dogspartygames.com.br/?quest-for-cathai.html;WAHR;WAHR;WAHR;5;0;39;0;0;Deborah Vellozo;Deborah Vellozo;Single-player,Steam Achievements
2022020;Hidden Desert War Top-Down 3D;17.06.2022;0 - 20000;0;9.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese'];;WAHR;WAHR;WAHR;11;1;6;0;0;Top-Down Games;Hede;Single-player,Steam Achievements,Steam Leaderboards
1099400;???? Evkworld;14.07.2019;50000 - 100000;0;0;0;['Simplified Chinese'];https://www.evkworld.com/;WAHR;WAHR;FALSCH;29;13;0;0;0;????;????;Includes level editor
1604610;Space Tek;21.10.2021;0 - 0;0;0;0;['English'];https://www.raworangestudios.com/spacetek;WAHR;FALSCH;FALSCH;0;0;0;0;0;Raw Orange Studios Limited;Raw Orange Studios Limited;Multi-player,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases
503060;The Agency of Anomalies: Mystic Hospital Collector's Edition;18.07.2016;0 - 20000;0;9.99;0;['English'];http://www.bigfishgames.com/games/6659/agency-anomalies-mystic-hospital-collectors/?pc;WAHR;FALSCH;FALSCH;14;0;0;0;0;Orneon;Big Fish Games;Single-player
1275970;Digital Dungeon Tiles;13.04.2020;0 - 20000;0;29.99;0;['English'];http://www.dragom.ca/digital-dungeon-tiles/;WAHR;FALSCH;FALSCH;3;5;0;0;0;HMM;Dragom;Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Remote Play Together
847490;Star Speeder;11.05.2018;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;5;0;6;0;0;Synthetic Games;Synthetic Games;Single-player,Steam Achievements,Full controller support,Steam Leaderboards
1101580;Spooky Starlets: Movie Monsters;23.06.2022;0 - 20000;0;9.99;0;['English'];;WAHR;FALSCH;FALSCH;0;0;11;0;0;MogWallop Games;TinyHat Studios;Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud
201010;Geneforge 5: Overthrow;01.11.2008;50000 - 100000;0;19.99;0;['English'];http://www.spiderwebsoftware.com/;WAHR;FALSCH;FALSCH;95;7;0;547;547;Spiderweb Software;Spiderweb Software;Single-player
837610;Mary Skelter: Nightmares;19.07.2018;20000 - 50000;0;24.99;0;['English'];;WAHR;FALSCH;FALSCH;421;54;34;400;400;Idea Factory;Ghostlight LTD;Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud
1029870;Unsung Heroes: The Golden Mask;28.01.2020;0 - 20000;0;12.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Vietnamese'];https://www.gamehouseoriginalstories.com/;WAHR;WAHR;FALSCH;54;15;10;0;0;Threaks,GameHouse;GameHouse;Single-player,Steam Achievements
205690;1000 Amps;22.02.2012;100000 - 200000;0;4.99;0;['English'];http://www.theoddmanout.net/1000amps;WAHR;WAHR;FALSCH;250;71;10;9;9;Brandon Brizzi;Brandon Brizzi;Single-player
632240;Gunball;28.06.2017;0 - 20000;0;1.99;0;['English'];https://www.gunballgame.com/;WAHR;FALSCH;FALSCH;2;0;0;0;0;REDspace;REDspace;Single-player,Steam Leaderboards
1774150;Stack Gun Heroes Playtest;08.10.2021;0 - 0;0;0;0;[];;WAHR;FALSCH;FALSCH;0;0;0;0;0;;;
898910;DASH: Danger Action Speed Heroes;06.06.2019;0 - 20000;0;9.99;0;['English'];https://www.babyduka.com/dashgame;WAHR;FALSCH;WAHR;15;0;21;0;0;Baby Duka,Schubell IT;Baby Duka;Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Partial Controller Support,Includes level editor
1042930;Trackmaster;11.12.2020;0 - 20000;0;11.99;0;['English'];;WAHR;FALSCH;FALSCH;16;7;28;0;0;Master Technologies;Master Technologies;Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards
